Raw value,Corresponding cumulative value,Corresponding logistic value,Fractional area,Training omission,Test omission
1.50437E-3,0.150436962,0.04537642,1,0,0
1.71567E-3,0.3220037,0.051422078,0.983333333,0,0
1.80358E-3,0.502361488,0.053914878,0.966666667,0,0
1.8292E-3,0.685281054,0.054638836,0.95,0,0
1.96065E-3,0.881346129,0.058336389,0.933333333,0,0
2.03643E-3,1.084989072,0.06045477,0.916666667,0,0
2.07549E-3,1.2925383,0.061543047,0.9,0,0
2.17265E-3,1.509803124,0.064238876,0.883333333,0,0
2.44353E-3,1.977583498,0.071674133,0.85,0,0
2.53045E-3,2.230628826,0.074034894,0.833333333,0,0
2.60939E-3,2.491567425,0.076168371,0.816666667,0,0
2.63561E-3,2.755128032,0.076874902,0.8,0,0
2.85651E-3,3.040778589,0.082784665,0.783333333,0,0
2.86415E-3,3.327193755,0.082987868,0.766666667,0,0
3.02984E-3,3.630178099,0.087369286,0.75,0,0
3.08422E-3,3.938599855,0.088798,0.733333333,0,0
3.1833E-3,4.256930305,0.091390102,0.716666667,0,0
3.3417E-3,4.591100253,0.095503204,0.7,0,0
3.4032E-3,4.931420588,0.097090278,0.683333333,0,0
3.62902E-3,5.294322502,0.102869876,0.666666667,0,0
3.82195E-3,5.676517345,0.107749472,0.65,0,0
4.00283E-3,6.076800679,0.112276471,0.633333333,0,0
4.30859E-3,6.50765947,0.119825016,0.616666667,0,0
4.37232E-3,6.944891928,0.121382422,0.6,0,0
4.83122E-3,7.428013571,0.132434804,0.583333333,0,0
5.22781E-3,7.950794926,0.141765226,0.566666667,0,0
5.39873E-3,8.490667955,0.14572465,0.55,0,0
5.53427E-3,9.044095378,0.148838756,0.533333333,0,0
5.67654E-3,9.611749502,0.152082996,0.516666667,0,0
6.1041E-3,10.222159815,0.1616859,0.5,0,0
7.15446E-3,10.937605873,0.184378084,0.483333333,0,0
7.72756E-3,11.710361653,0.196248946,0.466666667,0,0
8.13726E-3,12.524087205,0.204525601,0.45,0,0
9.92044E-3,13.516131263,0.238648908,0.433333333,0,0
1.00273E-2,14.518856756,0.240600228,0.416666667,0,0
1.05707E-2,15.575923971,0.250374662,0.4,0,0
1.121E-2,16.696921766,0.261556513,0.383333333,0,0
1.12513E-2,17.822046985,0.262266972,0.366666667,0,0
1.56396E-2,19.38600504,0.330728157,0.35,0,0
1.64791E-2,21.03391923,0.342403193,0.333333333,0,0
1.69164E-2,22.725562074,0.348324272,0.316666667,0,0
1.82502E-2,24.550585447,0.365743637,0.3,0,0
1.9235E-2,26.47409029,0.378019157,0.283333333,0,0
2.26704E-2,28.74113238,0.417355841,0.266666667,0.1,0
2.52596E-2,31.267089969,0.443864373,0.25,0.2,0
2.62911E-2,33.89619745,0.453765221,0.233333333,0.3,0
2.63227E-2,36.52846902,0.454063356,0.216666667,0.3,0
2.63869E-2,39.167159773,0.454667204,0.2,0.3,0
3.46687E-2,42.634030929,0.522769022,0.183333333,0.4,0
3.48464E-2,46.118666072,0.524043932,0.166666667,0.4,0
3.50385E-2,49.622519733,0.525415583,0.15,0.5,0
4.38663E-2,54.009145712,0.580894622,0.133333333,0.6,0
4.41912E-2,58.428264999,0.582690262,0.116666667,0.6,0
4.48583E-2,62.914098808,0.586329222,0.1,0.7,0
4.97465E-2,67.88874645,0.611171958,0.083333333,0.7,0
5.28474E-2,73.173487772,0.625441615,0.066666667,0.8,0
7.04596E-2,80.219443709,0.690047301,0.05,0.8,0
7.16211E-2,87.381551748,0.693533475,0.033333333,0.9,0
1.26184E-1,100,0.799479837,0.016666667,0.9,0
1.26184E-1,100,0.799479837,0,0.9,0
