Raw value,Corresponding cumulative value,Corresponding logistic value,Fractional area,Training omission,Test omission
1.58255E-3,0.158255355,0.094473776,1,0,0
1.80582E-3,0.338837497,0.106384274,0.989795918,0,0
1.94802E-3,0.533639077,0.113807847,0.979591837,0,0
1.94941E-3,0.728580342,0.11388016,0.969387755,0,0
2.03706E-3,0.932286625,0.118394264,0.959183673,0,0
2.09227E-3,1.141513882,0.121214107,0.948979592,0,0
2.1485E-3,1.356364284,0.124067652,0.93877551,0,0
2.32531E-3,1.588895112,0.13292032,0.928571429,0,0
2.35324E-3,1.824218997,0.134302475,0.918367347,0,0
2.38467E-3,2.062686128,0.135852662,0.908163265,0,0
2.39561E-3,2.302246845,0.136390696,0.897959184,0,0
2.40004E-3,2.542251311,0.136608826,0.887755102,0,0
2.43492E-3,2.785743637,0.13831949,0.87755102,0,0
2.45838E-3,3.031581349,0.139466007,0.867346939,0,0
2.45906E-3,3.277487314,0.139499326,0.857142857,0,0
2.54774E-3,3.532261204,0.143806545,0.846938776,0,0
2.63167E-3,3.79542807,0.147843548,0.836734694,0,0
2.63623E-3,4.059050654,0.148061657,0.826530612,0,0
2.67552E-3,4.326602709,0.14993771,0.816326531,0,0
2.68792E-3,4.595395026,0.150528134,0.806122449,0,0
2.7472E-3,4.870114672,0.153338545,0.795918367,0,0
2.76745E-3,5.146860082,0.154294791,0.785714286,0,0
2.9102E-3,5.437880334,0.16097236,0.775510204,0,0
2.99792E-3,5.737672204,0.165023544,0.765306122,0,0
3.02287E-3,6.039959098,0.166168738,0.755102041,0,0
3.0816E-3,6.348119277,0.168852162,0.744897959,0,0
3.12074E-3,6.660193715,0.170630964,0.734693878,0,0
3.13598E-3,6.973791949,0.171321383,0.724489796,0,0
3.41706E-3,7.315497522,0.183853539,0.714285714,0,0
3.45122E-3,7.660619236,0.185350899,0.704081633,0,0
3.8244E-3,8.043058809,0.201357226,0.693877551,0,0
3.94479E-3,8.437537457,0.206387666,0.683673469,0,0
3.96121E-3,8.833658434,0.207068993,0.673469388,0,0
4.24476E-3,9.258134575,0.218650491,0.663265306,0,0
4.25439E-3,9.683573243,0.219037696,0.653061224,0,0
4.256E-3,10.109173399,0.219102621,0.642857143,0,0
4.26382E-3,10.535554914,0.219416611,0.632653061,0,0
4.50015E-3,10.985570276,0.228796007,0.62244898,0,0
4.55656E-3,11.441225965,0.231001222,0.612244898,0,0
4.67698E-3,11.908923889,0.23566746,0.602040816,0,0
4.76338E-3,12.385261987,0.238980696,0.591836735,0,0
4.76986E-3,12.862247705,0.239227881,0.581632653,0,0
4.8286E-3,13.345107539,0.241462615,0.571428571,0,0
4.91297E-3,13.836404888,0.244649687,0.56122449,0,0
5.13607E-3,14.350012073,0.252949089,0.551020408,0,0
5.15471E-3,14.865483496,0.253634348,0.540816327,0,0
5.3993E-3,15.405413986,0.262509985,0.530612245,0,0
5.45523E-3,15.950936537,0.264509648,0.520408163,0,0
5.61287E-3,16.512223479,0.2700889,0.510204082,0,0
5.75802E-3,17.088025962,0.275151832,0.5,0,0
6.18223E-3,17.706249081,0.289553326,0.489795918,0,0
6.50634E-3,18.356883401,0.300176805,0.479591837,0,0
6.85998E-3,19.042880967,0.311411265,0.469387755,0,0
7.15519E-3,19.75839989,0.320517241,0.459183673,0,0
7.39606E-3,20.49800637,0.327770622,0.448979592,0.125,0
7.49713E-3,21.247719678,0.330768133,0.43877551,0.125,0
7.63881E-3,22.011601114,0.334925432,0.428571429,0.125,0
8.23474E-3,22.835074775,0.351860246,0.418367347,0.125,0
8.48308E-3,23.683383068,0.358665787,0.408163265,0.125,0
8.70168E-3,24.553550945,0.364538883,0.397959184,0.125,0
9.09829E-3,25.46337997,0.374924647,0.387755102,0.125,0
9.32205E-3,26.39558452,0.380635537,0.37755102,0.125,0
9.68318E-3,27.363902655,0.389635852,0.367346939,0.125,0
1.02004E-2,28.383940763,0.402079356,0.357142857,0.125,0
1.05231E-2,29.436253059,0.409590465,0.346938776,0.125,0
1.09843E-2,30.534679205,0.420000783,0.336734694,0.125,0
1.13194E-2,31.666621979,0.427339777,0.326530612,0.125,0
1.14713E-2,32.813753205,0.430604725,0.316326531,0.125,0
1.15394E-2,33.967693279,0.432056317,0.306122449,0.125,0
1.21129E-2,35.178988022,0.443996296,0.295918367,0.125,0
1.25599E-2,36.434982299,0.452959271,0.285714286,0.125,0
1.26009E-2,37.695077236,0.453767069,0.275510204,0.125,0
1.29118E-2,38.986258483,0.4598141,0.265306122,0.125,0
1.34655E-2,40.332812137,0.470260126,0.255102041,0.125,0
1.51625E-2,41.849066627,0.499898646,0.244897959,0.125,0
1.61609E-2,43.465160052,0.515835505,0.234693878,0.125,0
1.62316E-2,45.088316569,0.516924572,0.224489796,0.25,0
1.69295E-2,46.781267489,0.527428575,0.214285714,0.375,0
1.7291E-2,48.510369409,0.532691693,0.204081633,0.375,0
1.75591E-2,50.266283349,0.53652008,0.193877551,0.5,0
1.80778E-2,52.074063605,0.543750615,0.183673469,0.5,0
1.92803E-2,54.002097304,0.559677205,0.173469388,0.5,0
1.9785E-2,55.980601595,0.566035138,0.163265306,0.5,0
1.9813E-2,57.961902721,0.566382099,0.153061224,0.5,0
2.00894E-2,59.970843563,0.569781339,0.142857143,0.625,0
2.10846E-2,62.079308314,0.581591849,0.132653061,0.625,0
2.2234E-2,64.302710093,0.594449363,0.12244898,0.625,0
2.3014E-2,66.604114977,0.602734313,0.112244898,0.625,0
2.3298E-2,68.93391033,0.605666349,0.102040816,0.625,0
2.33883E-2,71.272737754,0.606590086,0.091836735,0.75,0
2.37501E-2,73.647745504,0.61024737,0.081632653,0.75,0
2.42997E-2,76.077715798,0.615674952,0.071428571,0.875,0
2.43001E-2,78.507723393,0.615678584,0.06122449,1,0
2.48648E-2,80.994199853,0.621099598,0.051020408,1,0
3.79534E-2,84.789544693,0.714456292,0.040816327,1,0
4.50864E-2,89.298185175,0.748258757,0.030612245,1,0
4.87635E-2,94.174538893,0.762737931,0.020408163,1,0
5.82546E-2,100,0.793407646,0.010204082,1,0
