Raw value,Corresponding cumulative value,Corresponding logistic value,Fractional area,Training omission,Test omission
6.37298E-4,0.063729783,0.024115556,1,0,0
7.03872E-4,0.134117002,0.026567822,0.9875,0,0
7.74688E-4,0.211585826,0.029162839,0.975,0,0
8.70054E-4,0.381134017,0.032635701,0.95,0,0
9.73643E-4,0.478498276,0.036379929,0.9375,0,0
1.00476E-3,0.578974332,0.037499044,0.925,0,0
1.04701E-3,0.683675278,0.039014314,0.9125,0,0
1.04866E-3,0.788541407,0.039073461,0.9,0,0
1.08565E-3,0.897105995,0.040395851,0.8875,0,0
1.15561E-3,1.012666528,0.042887334,0.875,0,0
1.20557E-3,1.133223324,0.044658761,0.8625,0,0
1.24317E-3,1.257540768,0.045987782,0.85,0,0
1.25353E-3,1.382893649,0.046353058,0.8375,0,0
1.32273E-3,1.515166726,0.048787168,0.825,0,0
1.37666E-3,1.78834006,0.050675452,0.8,0,0
1.40069E-3,2.067734537,0.051514538,0.775,0,0
1.44638E-3,2.353855795,0.053105687,0.75,0,0
1.6935E-3,2.668454453,0.061619765,0.725,0,0
1.76438E-3,2.844892734,0.064033822,0.7125,0,0
1.99165E-3,3.044057851,0.07169064,0.7,0,0
2.36368E-3,3.280425673,0.083957665,0.6875,0,0
2.48825E-3,3.529250877,0.08799316,0.675,0,0
2.52429E-3,3.781680079,0.089154032,0.6625,0,0
2.54907E-3,4.036587064,0.089950428,0.65,0,0
2.63804E-3,4.3003912,0.092798666,0.6375,0,0
2.75293E-3,4.575683911,0.096450225,0.625,0,0
2.88352E-3,4.864036237,0.100565591,0.6125,0,0
2.9481E-3,5.158845801,0.102586586,0.6,0,0
3.03852E-3,5.46269825,0.105401623,0.5875,0,0
3.2737E-3,5.790067795,0.112640445,0.575,0,0
3.41098E-3,6.131165836,0.116812327,0.5625,0,0
3.5103E-3,6.482195697,0.119806084,0.55,0,0
3.63008E-3,6.845203584,0.123389743,0.5375,0,0
3.93638E-3,7.238841137,0.13242236,0.525,0,0
3.94326E-3,7.633166989,0.1326232,0.5125,0,0
4.7639E-3,8.109556496,0.155920128,0.5,0,0
4.84872E-3,8.594428866,0.158257145,0.4875,0,0
4.86208E-3,9.080636831,0.158623921,0.475,0,0
5.17159E-3,9.597796213,0.167035042,0.4625,0,0
6.12522E-3,10.210318626,0.191924485,0.45,0.076923077,0
6.29569E-3,10.839887704,0.196217736,0.4375,0.076923077,0
6.54218E-3,11.494106034,0.202345659,0.425,0.076923077,0
6.56213E-3,12.150319035,0.20283746,0.4125,0.076923077,0
6.75961E-3,12.826280137,0.207673976,0.4,0.076923077,0
6.88113E-3,13.514393057,0.210621024,0.3875,0.076923077,0
7.20454E-3,14.234847346,0.218358653,0.375,0.076923077,0
7.36735E-3,14.971582827,0.222196785,0.3625,0.153846154,0
7.74588E-3,15.746171082,0.230976162,0.35,0.153846154,0
8.7463E-3,16.620800872,0.253252828,0.3375,0.153846154,0
9.77137E-3,17.597937459,0.274778339,0.325,0.153846154,0
1.1265E-2,18.72444052,0.304011928,0.3125,0.153846154,0
1.17353E-2,19.897967398,0.31273363,0.3,0.153846154,0
1.40457E-2,21.302538464,0.352595036,0.2875,0.153846154,0
1.48906E-2,22.791601561,0.366041529,0.275,0.153846154,0
1.79386E-2,24.585458192,0.410229689,0.2625,0.153846154,0
1.89405E-2,26.479510153,0.423440545,0.25,0.153846154,0
2.0066E-2,28.486109766,0.437591599,0.2375,0.153846154,0
2.11575E-2,30.601859634,0.450667402,0.225,0.153846154,0
2.59604E-2,33.197903211,0.501651195,0.2125,0.230769231,0
3.08425E-2,54.454460859,0.544612438,0.1125,0.384615385,0
4.28356E-2,58.738024968,0.624197156,0.1,0.461538462,0
4.29077E-2,63.028794596,0.624591328,0.0875,0.538461538,0
4.29837E-2,67.327162472,0.625006089,0.075,0.538461538,0
5.3485E-2,72.675664959,0.674680799,0.0625,0.615384615,0
6.00765E-2,78.683319003,0.699653951,0.05,0.692307692,0
6.59985E-2,85.283164626,0.719031474,0.0375,0.769230769,0
6.83666E-2,92.119821055,0.726098078,0.025,0.846153846,0
7.88018E-2,100,0.753425661,0.0125,0.923076923,0
7.88018E-2,100,0.753425661,0,0.923076923,0
