Raw value,Corresponding cumulative value,Corresponding logistic value,Fractional area,Training omission,Test omission
3.07222E-3,0.307221763,0.243410327,1,0,0
3.30707E-3,0.637928611,0.257231116,0.991666667,0,0
3.34598E-3,0.972526754,0.259472498,0.983333333,0,0
3.4401E-3,1.31653627,0.264837919,0.975,0,0
3.52021E-3,2.012567258,0.269344643,0.958333333,0,0
3.52622E-3,2.365189704,0.269680463,0.95,0,0
3.60238E-3,2.725427579,0.273909337,0.941666667,0,0
3.63767E-3,3.809670002,0.275852332,0.916666667,0,0
3.78724E-3,4.552160774,0.28397389,0.9,0,0
3.79968E-3,4.932128485,0.284640951,0.891666667,0,0
3.81703E-3,5.313831349,0.285569593,0.883333333,0,0
3.81966E-3,5.695797404,0.28571024,0.875,0,0
3.98534E-3,6.094331279,0.294453871,0.866666667,0,0
4.05978E-3,6.500309501,0.298313289,0.858333333,0,0
4.11468E-3,7.723733635,0.30113229,0.833333333,0,0
4.12963E-3,8.548164002,0.301896089,0.816666667,0,0
4.2278E-3,8.97094439,0.306870837,0.808333333,0,0
4.23624E-3,9.394568729,0.307295169,0.8,0,0
4.30232E-3,9.824801229,0.31059983,0.791666667,0,0
4.33501E-3,10.258301759,0.312222507,0.783333333,0,0
4.35408E-3,11.127210643,0.313166273,0.766666667,0,0
4.40438E-3,11.567648835,0.315642072,0.758333333,0,0
4.71017E-3,12.038666236,0.330317975,0.75,0,0
4.79538E-3,13.460239488,0.334296017,0.725,0,0
4.81076E-3,14.420854195,0.335008913,0.708333333,0,0
4.87419E-3,14.908273506,0.337933352,0.7,0,0
4.91833E-3,15.400106124,0.339952961,0.691666667,0,0
5.05628E-3,16.889399726,0.346187437,0.666666667,0,0
5.05768E-3,17.395167987,0.346250055,0.658333333,0,0
5.23889E-3,18.424825477,0.354260871,0.641666667,0,0
5.40576E-3,19.489290351,0.36146582,0.625,0,0
5.50609E-3,20.580474955,0.365721171,0.608333333,0,0
5.5732E-3,21.688403986,0.368535988,0.591666667,0,0
5.59332E-3,22.247736393,0.36937515,0.583333333,0,0
5.71749E-3,22.819484991,0.37450389,0.575,0,0
5.82505E-3,23.401990264,0.378880167,0.566666667,0,0
5.9443E-3,23.996420704,0.383660809,0.558333333,0,0
6.00215E-3,26.379926552,0.385953169,0.525,0,0
6.00316E-3,26.980242585,0.385993245,0.516666667,0,0
6.12595E-3,27.592837635,0.39080298,0.508333333,0,0
6.26598E-3,28.21943577,0.396196887,0.5,0,0
6.28347E-3,28.847782963,0.396863911,0.491666667,0,0
6.39736E-3,29.487518585,0.401171243,0.483333333,0,0
6.8109E-3,30.168608881,0.416308162,0.475,0,0
6.89625E-3,30.858233812,0.419337301,0.466666667,0,0
6.93073E-3,31.55130646,0.420552077,0.458333333,0,0
7.24473E-3,32.275779159,0.431386078,0.45,0,0
8.26355E-3,33.826606994,0.463908463,0.433333333,0.086956522,0
8.36333E-3,35.489295253,0.466894681,0.416666667,0.086956522,0
8.4364E-3,36.332935534,0.469060554,0.408333333,0.086956522,0
8.50496E-3,37.183431453,0.471076655,0.4,0.086956522,0
8.51629E-3,38.035060223,0.47140833,0.391666667,0.086956522,0
8.62741E-3,39.749430445,0.474639969,0.375,0.086956522,0
8.95837E-3,40.645267818,0.484034578,0.366666667,0.086956522,0
9.91379E-3,41.636646619,0.509362506,0.358333333,0.086956522,0
9.93352E-3,42.629998451,0.509859376,0.35,0.086956522,0
1.04582E-2,43.675823394,0.522714099,0.341666667,0.086956522,0
1.07861E-2,44.754437551,0.530409923,0.333333333,0.086956522,0
1.09547E-2,45.849912523,0.534271431,0.325,0.086956522,0
1.09807E-2,46.947987173,0.534861173,0.316666667,0.086956522,0
1.18784E-2,49.233904922,0.554347469,0.3,0.086956522,0
1.21016E-2,50.444062295,0.558940537,0.291666667,0.086956522,0
1.21349E-2,54.077862231,0.55961742,0.266666667,0.217391304,0
1.26278E-2,55.340638552,0.569405423,0.258333333,0.260869565,0
1.27309E-2,57.876509054,0.571399479,0.241666667,0.347826087,0
1.32195E-2,59.198454911,0.580595332,0.233333333,0.347826087,0
1.35374E-2,60.552192387,0.586370755,0.225,0.347826087,0
1.3812E-2,64.640862783,0.591232394,0.2,0.347826087,0
1.42087E-2,66.061731161,0.598058303,0.191666667,0.347826087,0
1.54216E-2,67.6038875,0.6175813,0.183333333,0.391304348,0
1.54267E-2,69.146559524,0.617660258,0.175,0.434782609,0
